TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR,OVER_.500
Boise St.,30.0,A,A,B,A,A,B,A,B,B,A,2013.0,TRUE
LIU Brooklyn,34.0,A,A,A,B,A,A,A,A,A,A,2013.0,TRUE
Liberty,33.0,B,B,A,B,B,A,B,A,B,A,2013.0,FALSE
North Carolina,38.0,A,A,B,A,A,B,A,B,A,A,2015.0,TRUE
North Carolina St.,36.0,A,A,B,A,B,B,A,B,B,A,2015.0,TRUE
Duke,36.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Miami FL,35.0,A,A,B,A,A,B,A,A,A,A,2016.0,TRUE
Clemson,35.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Syracuse,37.0,A,A,B,A,B,A,A,A,B,B,2018.0,TRUE
Florida St.,37.0,A,A,B,A,A,A,A,B,A,B,2019.0,TRUE
North Carolina,36.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Virginia Tech,35.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Houston,37.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Indiana,35.0,A,A,B,A,A,A,A,B,A,A,2016.0,TRUE
Maryland,35.0,A,A,B,A,A,A,B,A,A,A,2016.0,TRUE
Wisconsin,35.0,A,A,B,A,B,B,A,A,B,A,2016.0,TRUE
Michigan,38.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Purdue,35.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Wisconsin,37.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Purdue,37.0,A,A,B,A,A,B,B,B,A,A,2018.0,TRUE
Michigan,37.0,A,A,B,A,A,B,B,B,A,B,2019.0,TRUE
Oklahoma,35.0,A,A,B,A,B,B,A,B,B,B,2015.0,TRUE
West Virginia,35.0,A,A,B,A,B,B,A,A,B,B,2015.0,TRUE
Iowa St.,35.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
Baylor,34.0,A,A,B,A,A,A,A,B,A,A,2017.0,TRUE
West Virginia,37.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
West Virginia,37.0,A,A,B,A,A,B,A,B,B,A,2018.0,TRUE
Xavier,37.0,A,A,B,A,A,B,A,A,A,A,2015.0,TRUE
Butler,34.0,A,A,B,A,A,B,B,A,A,A,2017.0,TRUE
Wichita St.,34.0,A,A,B,A,A,B,A,A,A,A,2015.0,TRUE
Nevada,37.0,A,A,B,A,A,B,B,A,A,A,2018.0,TRUE
UCLA,36.0,A,A,B,A,B,B,A,B,B,A,2015.0,TRUE
Utah,34.0,A,A,B,A,A,B,A,A,A,A,2015.0,TRUE
Arizona,37.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
UCLA,36.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Oregon,38.0,A,A,B,A,A,B,B,B,A,A,2019.0,TRUE
Texas A&M,37.0,A,A,B,A,A,B,A,A,A,B,2016.0,TRUE
Kentucky,37.0,A,A,B,A,A,B,A,A,A,A,2018.0,TRUE
Texas A&M,35.0,A,A,B,A,A,A,A,B,A,B,2018.0,TRUE
LSU,35.0,A,A,B,A,A,B,A,A,A,B,2019.0,TRUE
Tennessee,36.0,A,A,B,A,A,B,A,B,A,A,2019.0,TRUE
Gonzaga,35.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Gonzaga,37.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Virginia,37.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Iowa St.,36.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Louisville,37.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
San Diego St.,34.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
UCLA,37.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Baylor,36.0,A,A,B,A,A,B,A,A,B,A,2014.0,TRUE
Stanford,36.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Tennessee,36.0,A,A,B,A,B,B,A,A,A,B,2014.0,TRUE
Indiana,36.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Kansas,37.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Miami FL,36.0,A,A,B,A,A,B,A,B,A,A,2013.0,TRUE
Michigan St.,35.0,A,A,B,A,A,A,A,A,A,B,2013.0,TRUE
Arizona,35.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Oregon,37.0,A,A,B,A,B,A,A,A,A,B,2013.0,TRUE
La Salle,34.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
Florida Gulf Coast,35.0,A,A,B,A,A,A,A,B,A,B,2013.0,TRUE
